state,county,UninsuredPerc,fair-or-poor-health-perc
Texas,Brazoria,14.2,18
Texas,Brazos,16.9,18
Texas,Brewster,19.8,22
Texas,Briscoe,31.4,19
Texas,Brooks,16.7,38
Texas,Brown,18.7,18
Texas,Burleson,19.8,18
Texas,Burnet,21.3,17
Texas,Caldwell,21.7,23
Texas,Calhoun,19.2,21
Texas,Callahan,18.5,17
Texas,Cameron,29.0,31
Texas,Camp,21.2,21
Texas,Carson,17.0,13
Texas,Cass,16.0,18
Texas,Castro,28.9,24
Texas,Chambers,16.4,17
Texas,Cherokee,21.6,21
Texas,Childress,20.4,20
Texas,Clay,18.5,16
Texas,Cochran,28.5,30
Texas,Coke,20.0,18
Texas,Coleman,23.0,20
Texas,Collin,12.1,13
Texas,Collingsworth,32.7,20
Texas,Colorado,22.2,19
Texas,Comal,14.4,15
Texas,Comanche,25.2,20
Texas,Concho,21.1,19
Texas,Cooke,20.7,16
Texas,Coryell,15.1,18
Texas,Cottle,27.4,22
Texas,Crane,20.2,20
Texas,Crockett,22.2,22
Texas,Crosby,22.1,25
Texas,Culberson,26.1,35
Texas,Dallam,30.5,21
Texas,Dallas,23.0,19
Texas,Dawson,21.2,25
Texas,Deaf Smith,25.2,25
Texas,Delta,18.1,18
Texas,Denton,12.9,14
Texas,DeWitt,17.9,22
Texas,Dickens,24.5,21
Texas,Dimmit,19.3,34
Texas,Donley,20.4,17
Texas,Duval,20.0,33
Texas,Eastland,22.1,19
Texas,Ector,21.1,21
Texas,Edwards,24.6,21
Texas,Ellis,18.2,16
Texas,El Paso,22.6,27
Texas,Erath,23.4,19
Texas,Falls,22.1,23
Texas,Fannin,21.9,17
Texas,Fayette,20.6,16
Texas,Fisher,20.8,19
Texas,Floyd,23.6,25
Texas,Foard,24.5,16
Texas,Fort Bend,13.5,15
Texas,Franklin,19.1,17
Texas,Freestone,19.9,19
Texas,Frio,22.2,28
Texas,Gaines,33.7,20
Texas,Galveston,15.4,20
Texas,Garza,24.9,20
Texas,Gillespie,23.8,17
Texas,Glasscock,21.9,20
Texas,Goliad,15.6,19
Texas,Gonzales,25.0,24
Texas,Gray,23.9,19
Texas,Grayson,19.5,17
Texas,Gregg,21.3,20
Texas,Grimes,22.8,21
Texas,Guadalupe,13.8,18
Texas,Hale,23.1,26
Texas,Hall,27.0,28
Texas,Hamilton,24.3,17
Texas,Hansford,26.4,24
Texas,Hardeman,26.7,19
Texas,Hardin,13.9,15
Texas,Harris,22.1,19
Texas,Harrison,17.3,18
Texas,Hartley,20.9,15
Texas,Haskell,25.3,21
Texas,Hays,16.7,18
Texas,Hemphill,24.0,18
Texas,Henderson,21.2,18
Texas,Hidalgo,31.2,30
Texas,Hill,21.1,19
Texas,Hockley,20.6,22
Texas,Hood,17.5,15
Texas,Hopkins,22.0,20
Texas,Houston,20.1,22
Texas,Howard,18.8,21
Texas,Hudspeth,28.5,34
Texas,Hunt,18.7,18
Texas,Hutchinson,20.3,18
Texas,Irion,15.1,16
Texas,Jack,24.4,17
Texas,Jackson,19.5,19
Texas,Jasper,17.3,18
Texas,Jeff Davis,29.4,22
Texas,Jefferson,20.2,21
Texas,Jim Hogg,19.1,31
Texas,Jim Wells,20.2,29
Texas,Johnson,17.8,16
Texas,Jones,19.6,20
Texas,Karnes,18.3,23
Texas,Kaufman,17.0,17
Texas,Kendall,15.1,14
Texas,Kenedy,22.8,30
Texas,Kent,18.2,17
Texas,Kerr,22.5,18
Texas,Kimble,21.6,19
Texas,King,24.1,17
Texas,Kinney,22.2,24
Texas,Kleberg,19.7,28
Texas,Knox,25.0,20
Texas,Lamar,19.5,20
Texas,Lamb,25.1,26
Texas,Lampasas,20.2,17
Texas,La Salle,16.6,28
Texas,Lavaca,18.2,16
Texas,Lee,22.0,18
Texas,Leon,24.7,18
Texas,Liberty,21.7,20
Texas,Limestone,21.1,21
Texas,Lipscomb,29.5,17
Texas,Live Oak,20.8,21
Texas,Llano,20.7,16
Texas,Loving,21.1,15
Texas,Lubbock,16.0,21
Texas,Lynn,19.0,24
Texas,McCulloch,21.2,20
Texas,McLennan,17.9,20
Texas,McMullen,19.9,18
Texas,Madison,21.8,19
Texas,Marion,19.0,20
Texas,Martin,22.7,19
Texas,Mason,28.1,17
Texas,Matagorda,21.8,23
Texas,Maverick,27.0,35
Texas,Medina,16.8,20
Texas,Menard,25.6,18
Texas,Midland,19.8,17
Texas,Milam,20.2,20
Texas,Mills,25.8,17
Texas,Mitchell,21.2,18
Texas,Montague,23.6,17
Texas,Montgomery,17.2,15
Texas,Moore,27.7,22
Texas,Morris,16.9,18
Texas,Motley,22.0,18
Texas,Nacogdoches,22.9,22
Texas,Navarro,22.4,21
Texas,Newton,17.5,17
Texas,Nolan,17.9,21
Texas,Nueces,19.0,23
Texas,Ochiltree,28.6,21
Texas,Oldham,16.1,16
Texas,Orange,15.1,17
Texas,Palo Pinto,22.0,19
Texas,Panola,18.6,18
Texas,Parker,15.3,14
Texas,Parmer,28.7,24
Texas,Pecos,22.9,22
Texas,Polk,22.5,20
Texas,Potter,23.5,24
Texas,Presidio,29.0,35
Texas,Rains,22.6,16
Texas,Randall,13.2,15
Texas,Reagan,23.4,25
Texas,Real,22.5,21
Texas,Red River,19.6,21
Texas,Reeves,22.3,25
Texas,Refugio,18.3,22
Texas,Roberts,12.2,13
Texas,Robertson,18.6,19
Texas,Rockwall,13.4,13
Texas,Runnels,21.0,21
Texas,Rusk,20.5,21
Texas,Sabine,21.5,19
Texas,San Augustine,18.9,21
Texas,San Jacinto,23.1,20
Texas,San Patricio,18.9,23
Texas,San Saba,28.9,21
Texas,Schleicher,25.6,18
Texas,Scurry,18.4,20
Texas,Shackelford,20.7,16
Texas,Shelby,24.6,22
Texas,Sherman,29.6,19
Texas,Smith,19.8,18
Texas,Somervell,19.7,18
Texas,Starr,28.9,39
Texas,Stephens,26.1,20
Texas,Sterling,22.3,21
Texas,Stonewall,22.3,17
Texas,Sutton,21.8,19
Texas,Swisher,22.5,25
Texas,Tarrant,18.4,20
Texas,Taylor,16.6,19
Texas,Terrell,27.7,25
Texas,Terry,24.5,24
Texas,Throckmorton,27.3,17
Texas,Titus,25.2,23
Texas,Tom Green,17.9,19
Texas,Travis,14.6,15
Texas,Trinity,20.4,20
Texas,Tyler,17.1,17
Texas,Upshur,18.2,16
Texas,Upton,22.6,22
Texas,Uvalde,22.5,27
Texas,Val Verde,22.9,29
Texas,Van Zandt,21.3,17
Texas,Victoria,18.7,22
Texas,Walker,19.3,21
Texas,Waller,24.1,21
Texas,Ward,21.3,21
Texas,Washington,19.7,18
Texas,Webb,28.6,35
Texas,Wharton,21.7,23
Texas,Wheeler,24.8,19
Texas,Wichita,17.6,23
Texas,Wilbarger,21.9,21
Texas,Willacy,22.3,37
Texas,Williamson,11.4,15
Texas,Wilson,16.6,17
Texas,Winkler,21.7,24
Texas,Wise,22.7,17
Texas,Wood,20.5,16
Texas,Yoakum,24.2,22
Texas,Young,23.1,18
Texas,Zapata,29.2,36
Texas,Zavala,19.2,41
Utah,Beaver,12.5,14
Utah,Box Elder,8.8,13
Utah,Cache,10.1,12
Utah,Carbon,10.3,16
Utah,Daggett,8.8,10
Utah,Davis,7.0,11
Utah,Duchesne,15.5,14
Utah,Emery,9.1,13
Utah,Garfield,16.3,14
Utah,Grand,13.2,14
Utah,Iron,13.7,15
Utah,Juab,10.6,13
Utah,Kane,9.6,12
Utah,Millard,14.9,13
Utah,Morgan,7.2,10
Utah,Piute,12.4,13
Utah,Rich,11.8,14
Utah,Salt Lake,11.0,14
Utah,San Juan,17.0,21
Utah,Sanpete,12.7,15
Utah,Sevier,12.7,15
Utah,Summit,9.6,11
Utah,Tooele,8.4,14
Utah,Uintah,15.7,14
Utah,Utah,8.1,13
Utah,Wasatch,11.9,11
Utah,Washington,13.9,13
Utah,Wayne,15.2,12
Utah,Weber,10.1,16
Vermont,Addison,6.2,10
Vermont,Bennington,6.0,13
Vermont,Caledonia,5.8,14
Vermont,Chittenden,5.1,10
Vermont,Essex,6.6,16
Vermont,Franklin,4.7,13
Vermont,Grand Isle,5.8,12
Vermont,Lamoille,6.7,11
Vermont,Orange,5.8,11
Vermont,Orleans,6.4,13
Vermont,Rutland,5.5,14
Vermont,Washington,4.9,12
Vermont,Windham,5.6,12
Vermont,Windsor,6.0,12
Virginia,Accomack,16.6,20
Virginia,Albemarle,10.0,13
Virginia,Alleghany,9.9,16
Virginia,Amelia,13.6,16
Virginia,Amherst,12.3,16
Virginia,Appomattox,11.8,17
Virginia,Arlington,7.7,11
Virginia,Augusta,11.2,14
Virginia,Bath,10.8,17
Virginia,Bedford,10.0,14
Virginia,Bland,8.9,13
Virginia,Botetourt,8.4,12
Virginia,Brunswick,12.6,23
Virginia,Buchanan,12.5,21
Virginia,Buckingham,13.4,19
Virginia,Campbell,11.4,16
Virginia,Caroline,11.4,16
Virginia,Carroll,12.6,15
Virginia,Charles City,16.4,18
Virginia,Charlotte,14.8,19
Virginia,Chesterfield,9.0,13
Virginia,Clarke,11.3,14
Virginia,Craig,10.5,13
Virginia,Culpeper,13.3,15
Virginia,Cumberland,12.3,19
Virginia,Dickenson,11.5,21
Virginia,Dinwiddie,11.8,17
Virginia,Essex,12.6,18
Virginia,Fairfax,9.0,10
Virginia,Fauquier,9.9,13
Virginia,Floyd,13.4,15
Virginia,Fluvanna,10.5,13
Virginia,Franklin,12.7,16
Virginia,Frederick,10.5,14
Virginia,Giles,11.1,14
Virginia,Gloucester,9.7,13
Virginia,Goochland,7.2,13
Virginia,Grayson,13.7,18
Virginia,Greene,13.4,15
Virginia,Greensville,10.3,23
Virginia,Halifax,11.3,20
Virginia,Hanover,7.8,12
Virginia,Henrico,9.9,14
Virginia,Henry,12.8,21
Virginia,Highland,17.8,14
Virginia,Isle of Wight,9.2,14
Virginia,James City,8.9,13
Virginia,King and Queen,14.1,18
Virginia,King George,7.2,15
Virginia,King William,9.8,14
Virginia,Lancaster,12.1,16
Virginia,Lee,12.3,19
Virginia,Loudoun,6.5,11
Virginia,Louisa,12.5,15
Virginia,Lunenburg,15.3,21
Virginia,Madison,12.9,16
Virginia,Mathews,9.8,15
Virginia,Mecklenburg,11.9,19
Virginia,Middlesex,11.4,15
Virginia,Montgomery,11.0,16
Virginia,Nelson,13.3,15
Virginia,New Kent,9.6,12
Virginia,Northampton,14.6,19
Virginia,Northumberland,12.6,16
Virginia,Nottoway,13.4,21
Virginia,Orange,11.7,14
Virginia,Page,13.1,16
Virginia,Patrick,13.7,17
Virginia,Pittsylvania,12.8,18
Virginia,Powhatan,9.5,12
Virginia,Prince Edward,12.1,21
Virginia,Prince George,9.0,17
Virginia,Prince William,11.7,15
Virginia,Pulaski,9.8,16
Virginia,Rappahannock,14.1,12
Virginia,Richmond,12.6,19
Virginia,Roanoke,8.2,14
Virginia,Rockbridge,11.9,15
Virginia,Rockingham,15.4,15
Virginia,Russell,11.0,18
Virginia,Scott,11.0,18
Virginia,Shenandoah,12.2,14
Virginia,Smyth,10.7,18
Virginia,Southampton,11.0,16
Virginia,Spotsylvania,9.5,14
Virginia,Stafford,7.7,12
Virginia,Surry,10.0,18
Virginia,Sussex,13.1,21
Virginia,Tazewell,11.6,17
Virginia,Warren,11.3,14
Virginia,Washington,10.8,17
Virginia,Westmoreland,13.1,17
Virginia,Wise,11.6,20
Virginia,Wythe,12.2,16
Virginia,York,7.6,13
Virginia,Alexandria City,11.1,15
Virginia,Bristol City,9.3,18
Virginia,Buena Vista City,10.4,21
Virginia,Charlottesville City,11.7,18
Virginia,Chesapeake City,7.9,15
Virginia,Colonial Heights City,10.3,17
Virginia,Covington City,10.3,18
Virginia,Danville City,10.6,22
Virginia,Emporia City,11.6,29
Virginia,Fairfax City,9.4,13
Virginia,Falls Church City,3.7,12
Virginia,Franklin City,9.8,22
Virginia,Fredericksburg City,11.2,17
Virginia,Galax City,15.1,21
Virginia,Hampton City,9.6,17
Virginia,Harrisonburg City,15.8,23
Virginia,Hopewell City,11.8,20
Virginia,Lexington City,8.8,18
Virginia,Lynchburg City,10.2,20
Virginia,Manassas City,16.6,18
Virginia,Manassas Park City,16.4,19
Virginia,Martinsville City,10.1,22
Virginia,Newport News City,11.1,19
Virginia,Norfolk City,11.7,19
Virginia,Norton City,11.4,19
Virginia,Petersburg City,11.0,26
Virginia,Poquoson City,6.2,12
Virginia,Portsmouth City,11.1,19
Virginia,Radford City,9.1,22
Virginia,Richmond City,14.0,20
Virginia,Roanoke City,12.7,20
Virginia,Salem City,8.5,13
Virginia,Staunton City,10.1,16
Virginia,Suffolk City,8.8,17
Virginia,Virginia Beach City,8.9,12
Virginia,Waynesboro City,11.9,17
Virginia,Williamsburg City,11.6,18
Virginia,Winchester City,15.1,17
Washington,Adams,12.7,23
Washington,Asotin,6.5,15
Washington,Benton,7.6,16
Washington,Chelan,9.3,17
Washington,Clallam,9.0,16
Washington,Clark,7.0,14
Washington,Columbia,6.4,18
Washington,Cowlitz,6.6,19
Washington,Douglas,11.3,18
Washington,Ferry,10.6,19
Washington,Franklin,11.6,21
Washington,Garfield,4.4,17
Washington,Grant,12.5,21
Washington,Grays Harbor,8.9,18
Washington,Island,6.0,13
Washington,Jefferson,8.3,12
Washington,King,6.2,11
Washington,Kitsap,5.3,14
Washington,Kittitas,8.2,15
Washington,Klickitat,10.0,17
Washington,Lewis,8.8,17
Washington,Lincoln,6.8,15
Washington,Mason,9.1,16
Washington,Okanogan,14.9,18
Washington,Pacific,9.6,18
Washington,Pend Oreille,8.0,17
Washington,Pierce,6.9,16
Washington,San Juan,9.1,13
Washington,Skagit,8.6,14
Washington,Skamania,7.2,16
Washington,Snohomish,6.2,14
Washington,Spokane,6.0,13
Washington,Stevens,7.9,17
Washington,Thurston,6.1,13
Washington,Wahkiakum,8.9,14
Washington,Walla Walla,7.9,16
Washington,Whatcom,7.6,13
Washington,Whitman,6.2,16
Washington,Yakima,12.9,24
West Virginia,Barbour,8.2,24
West Virginia,Berkeley,7.1,20
West Virginia,Boone,7.2,27
West Virginia,Braxton,8.1,23
West Virginia,Brooke,5.9,20
West Virginia,Cabell,8.7,23
West Virginia,Calhoun,8.4,26
West Virginia,Clay,8.3,25
West Virginia,Doddridge,8.0,19
West Virginia,Fayette,8.1,24
West Virginia,Gilmer,8.3,27
West Virginia,Grant,8.1,23
West Virginia,Greenbrier,8.5,22
West Virginia,Hampshire,9.5,22
West Virginia,Hancock,7.2,21
West Virginia,Hardy,9.8,22
West Virginia,Harrison,7.6,21
West Virginia,Jackson,7.2,23
West Virginia,Jefferson,6.5,18
West Virginia,Kanawha,7.0,22
West Virginia,Lewis,7.3,23
West Virginia,Lincoln,8.0,25
West Virginia,Logan,7.8,26
West Virginia,McDowell,9.8,32
West Virginia,Marion,6.6,20
West Virginia,Marshall,7.5,23
West Virginia,Mason,7.1,25
West Virginia,Mercer,7.7,25
West Virginia,Mineral,7.0,20
West Virginia,Mingo,8.7,28
West Virginia,Monongalia,7.2,19
West Virginia,Monroe,9.1,23
West Virginia,Morgan,8.8,21
West Virginia,Nicholas,7.9,26
West Virginia,Ohio,6.4,20
West Virginia,Pendleton,9.2,23
West Virginia,Pleasants,6.1,22
West Virginia,Pocahontas,8.5,23
West Virginia,Preston,8.3,20
West Virginia,Putnam,5.7,19
West Virginia,Raleigh,7.4,25
West Virginia,Randolph,8.0,22
West Virginia,Ritchie,9.0,22
West Virginia,Roane,8.6,25
West Virginia,Summers,7.8,25
West Virginia,Taylor,7.3,20
West Virginia,Tucker,7.7,21
West Virginia,Tyler,7.4,20
West Virginia,Upshur,8.0,24
West Virginia,Wayne,7.8,26
West Virginia,Webster,8.3,26
West Virginia,Wetzel,7.8,24
West Virginia,Wirt,8.3,24
West Virginia,Wood,7.1,22
West Virginia,Wyoming,7.7,26
Wisconsin,Adams,7.9,14
Wisconsin,Ashland,7.9,16
Wisconsin,Barron,8.0,14
Wisconsin,Bayfield,9.2,14
Wisconsin,Brown,7.2,12
Wisconsin,Buffalo,7.0,13
Wisconsin,Burnett,8.4,14
Wisconsin,Calumet,4.4,11
Wisconsin,Chippewa,5.7,13
Wisconsin,Clark,16.5,14
Wisconsin,Columbia,5.6,12
Wisconsin,Crawford,6.5,13
Wisconsin,Dane,5.1,12
Wisconsin,Dodge,5.5,12
Wisconsin,Door,7.0,12
Wisconsin,Douglas,6.6,13
Wisconsin,Dunn,6.0,14
Wisconsin,Eau Claire,6.5,13
Wisconsin,Florence,7.4,13
Wisconsin,Fond du Lac,5.5,13
Wisconsin,Forest,11.4,15
Wisconsin,Grant,8.1,14
Wisconsin,Green,5.8,12
Wisconsin,Green Lake,8.2,14
Wisconsin,Iowa,5.6,12
Wisconsin,Iron,7.3,13
Wisconsin,Jackson,10.1,14
Wisconsin,Jefferson,5.9,12
Wisconsin,Juneau,8.1,14
Wisconsin,Kenosha,6.6,14
Wisconsin,Kewaunee,5.6,12
Wisconsin,La Crosse,5.0,12
Wisconsin,Lafayette,11.0,13
Wisconsin,Langlade,6.9,14
Wisconsin,Lincoln,5.7,11
Wisconsin,Manitowoc,6.5,13
Wisconsin,Marathon,6.5,12
Wisconsin,Marinette,6.2,15
Wisconsin,Marquette,8.5,13
Wisconsin,Menominee,9.9,27
Wisconsin,Milwaukee,8.1,18
Wisconsin,Monroe,7.7,13
Wisconsin,Oconto,6.3,12
Wisconsin,Oneida,6.3,12
Wisconsin,Outagamie,5.3,13
Wisconsin,Ozaukee,3.9,10
Wisconsin,Pepin,8.0,13
Wisconsin,Pierce,4.9,11
Wisconsin,Polk,6.5,13
Wisconsin,Portage,5.5,12
Wisconsin,Price,6.8,13
Wisconsin,Racine,6.2,15
Wisconsin,Richland,7.9,13
Wisconsin,Rock,7.2,15
Wisconsin,Rusk,8.8,14
Wisconsin,St. Croix,4.6,10
Wisconsin,Sauk,7.3,13
Wisconsin,Sawyer,10.7,16
Wisconsin,Shawano,7.9,14
Wisconsin,Sheboygan,6.1,12
Wisconsin,Taylor,8.4,13
Wisconsin,Trempealeau,7.6,13
Wisconsin,Vernon,10.6,14
Wisconsin,Vilas,10.2,14
Wisconsin,Walworth,8.5,14
Wisconsin,Washburn,6.8,14
Wisconsin,Washington,4.2,10
Wisconsin,Waukesha,3.8,10
Wisconsin,Waupaca,6.7,12
Wisconsin,Waushara,8.4,13
Wisconsin,Winnebago,5.3,13
Wisconsin,Wood,5.5,12
Wyoming,Albany,12.5,16
Wyoming,Big Horn,19.8,15
Wyoming,Campbell,12.8,13
Wyoming,Carbon,16.3,16
Wyoming,Converse,12.7,14
Wyoming,Crook,14.7,13
Wyoming,Fremont,20.1,14
Wyoming,Goshen,16.5,15
Wyoming,Hot Springs,13.6,14
Wyoming,Johnson,15.0,12
Wyoming,Laramie,11.4,13
Wyoming,Lincoln,13.8,12
Wyoming,Natrona,14.2,15
Wyoming,Niobrara,19.2,16
Wyoming,Park,14.0,13
Wyoming,Platte,14.9,15
Wyoming,Sheridan,13.4,13
Wyoming,Sublette,14.6,12
Wyoming,Sweetwater,14.5,15
Wyoming,Teton,16.0,12
Wyoming,Uinta,13.7,16
Wyoming,Washakie,16.7,16
Wyoming,Weston,13.4,14
